Name	Set	ImageFile	Type	Affil	Text	Int/Rng	Cun/Wpn	Str/Shd	Points	Icons	Staff
Ishara Yar	PR	PR_Personnel_Ishara_Yar	Personnel	Non-Aligned	CIVILIAN Treachery Youth	3	7	8		[Stf]	
Jaglom Shrek: Information Broker	PR	PR_Interrupt_Jaglom_Shrek_Information_Broker	Interrupt		Examine opponent's draw deck, then replace unshuffled.						
Jean-Luc Picard	PR	PR_Personnel_Jean-Luc_Picard	Personnel	Federation	OFFICER Diplomacy x 2 Leadership Honor Archaeology Navigation Music	9	8	6		[Cmd]	
Jenna D'Sora	PR	PR_Personnel_Jenna_D'Sora	Personnel	Federation	SECURITY Stellar Cartography Music	7	6	5		[Stf]	
Jo'Bril	PR	PR_Personnel_Jo'Bril	Personnel	Non-Aligned	SCIENCE Treachery Astrophysics Physics Greed	3	8	7		[Cmd]	
Kahless	PR	PR_Personnel_Kahless	Personnel	Klingon	V.I.P. Honor x 2	10	6	8		[Cmd]	
Kareel Odan	PR	PR_Personnel_Kareel_Odan	Personnel	Federation	V.I.P. Diplomacy Computer Skill	9	7	4			
Kargan	PR	PR_Personnel_Kargan	Personnel	Klingon	OFFICER Honor Computer Skill	7	5	9		[Cmd]	
K'Ehleyr	PR	PR_Personnel_K'Ehleyr	Personnel	Federation	V.I.P. Diplomacy Honor	8	7	7		[Stf]	
Kell	PR	PR_Personnel_Kell	Personnel	Klingon	V.I.P. Treachery	2	6	5			
Kevin Uxbridge	PR	PR_Interrupt_Kevin_Uxbridge	Interrupt		Nullifies an [Event] (except a [Shield] or Treaty). Place this [Interrupt] out-of-play.					[Shield]	
Khazara	PR	PR_Ship_Khazara	Ship	Romulan	Cloaking Device, Tractor Beam	9	9	7			[Cmd][Stf][Stf]
Khitomer Research	PR	PR_Mission_Khitomer_Research	Mission	[ROM][KLI]	Honor x3 + Computer Skill + Treachery				35		
Kivas Fajo: Collector	PR	PR_Event_Kivas_Fajo_Collector	Event		Choose a player to draw three cards. Discard event.						
Klingon Death Yell	PR	PR_Interrupt_Klingon_Death_Yell	Interrupt		Plays just after a Klingon with Honor dies (limit one each). Score points, and you may yell to warn the dead.				5		
Klingon Disruptor	PR	PR_Equipment_Klingon_Disruptor	Equipment		If your [Kli] or [Non] personnel present, each of your personnel present is STRENGTH +2. (Cumulative.)						
Klingon Outpost	PR	PR_Facility_Klingon_Outpost	Facility	Klingon	Seed one OR build where you have a Klingon ENGINEER.			32			
Klingon PADD	PR	PR_Equipment_Klingon_PADD	Equipment		If your [Kli] personnel present, each of your personnel present is CUNNING +2. (Cumulative.)						
Klingon Right of Vengeance	PR	PR_Interrupt_Klingon_Right_of_Vengeance	Interrupt		Just after a personnel battle where a Klingon died, your Klingons present may immediately attack same opponents, even without a leader (STRENGTH doubled for this battle).						
K'mpec	PR	PR_Personnel_K'mpec	Personnel	Klingon	V.I.P. Leadership Diplomacy	7	8	5		[Cmd]	
Konmel	PR	PR_Personnel_Konmel	Personnel	Klingon	OFFICER Navigation	8	5	8		[Stf]	
Koral	PR	PR_Personnel_Koral	Personnel	Klingon	CIVILIAN Navigation Archaeology	3	4	10		[Cmd]	
Koroth	PR	PR_Personnel_Koroth	Personnel	Klingon	SCIENCE Biology Archaeology Anthropology	8	6	6			
Korris	PR	PR_Personnel_Korris	Personnel	Klingon	OFFICER Honor	8	6	8		[Cmd]	
Krios Suppression	PR	PR_Mission_Krios_Suppression	Mission	[KLI]	Honor + Diplomacy + STRENGTH>35				30		
K'Tal	PR	PR_Personnel_K'Tal	Personnel	Klingon	V.I.P. Diplomacy	7	5	5			
Ktarian Game	PR	PR_Dilemma_Ktarian_Game	Dilemma		Place on ship. Now and start of each turn, one personnel aboard (random selection) is disabled. Cure with CUNNING>30 OR any android.						
Kurak	PR	PR_Personnel_Kurak	Personnel	Klingon	SCIENCE Astrophysics Computer Skill Physics Honor	6	7	6		[Stf]	
Kurlan Naiskos	PR	PR_Artifact_Kurlan_Naiskos	Artifact		Place in hand. Plays as [Event] on a ship: while OFFICER, ENGINEER, MEDICAL, SCIENCE, SECURITY, V.I.P., and CIVILIAN aboard, triples ship's attributes.						
Kurn	PR	PR_Personnel_Kurn	Personnel	Klingon	OFFICER Honor Computer Skill Navigation Diplomacy	8	6	8		[Cmd]	
K'Vada	PR	PR_Personnel_K'Vada	Personnel	Klingon	OFFICER Leadership Navigation	8	5	7		[Cmd]	
Leah Brahms	PR	PR_Personnel_Leah_Brahms	Personnel	Federation	ENGINEER ENGINEER	8	9	3		[Stf]	
Life-form Scan	PR	PR_Interrupt_Life-form_Scan	Interrupt		Examine the cards in your opponent's hand.						
L'Kor	PR	PR_Personnel_L'Kor	Personnel	Klingon	CIVILIAN Leadership Music	7	6	7		[Cmd]	
Long-Range Scan	PR	PR_Interrupt_Long-Range_Scan	Interrupt		Examine the cards aboard a ship (except a ship with Long-Range Scan Shielding).						
Lore Returns	PR	PR_Event_Lore_Returns	Event		Plays on opponent's empty ship with {Rogue Borg} aboard. You gain control of those Rogue Borg, who commandeer ship (as [Non]). While Rogue Borg aboard, ship is staffed; it may initiate battle and beam your Rogue Borg. (Unique.)						
Lore's Fingernail	PR	PR_Event_Lore's_Fingernail	Event		Plays on table. All inorganics (except [Holo]) become [Non].						
Loss of Orbital Stability	PR	PR_Interrupt_Loss_of_Orbital_Stability	Interrupt		Plays on a ship orbiting a [P]. Ship has NO RANGE until end of turn. If SHIELDS>4, discard interrupt. Otherwise, ship destroyed at end of its owner's next turn. (Cumulative.)						
Lursa	PR	PR_Personnel_Lursa	Personnel	Klingon	V.I.P. Treachery Leadership Geology Greed	2	8	8		[Cmd]	
Lwaxana Troi	PR	PR_Personnel_Lwaxana_Troi	Personnel	Federation	V.I.P. Empathy x 2	7	8	3			
Male's Love Interest	PR	PR_Dilemma_Male's_Love_Interest	Dilemma		Relocates a male present (random selection) to furthest different planet on this spaceline.						
Masaka Transformations	PR	PR_Event_Masaka_Transformations	Event		Choose a player. That player shuffles their hand, places it beneath their draw deck, then draws an equal number of cards. Discard event.						
Matriarchal Society	PR	PR_Dilemma_Matriarchal_Society	Dilemma		Cannot get past unless at least two female Away Team members are present.						
Medical Kit	PR	PR_Equipment_Medical_Kit	Equipment		Your OFFICER-classification personnel present gain MEDICAL.						
Medical Relief	PR	PR_Mission_Medical_Relief	Mission	[KLI]	Biology + Exobiology + MEDICAL				35		
Medical Tricorder	PR	PR_Equipment_Medical_Tricorder	Equipment		Your SCIENCE-classification personnel present gain MEDICAL.						
Mendak	PR	PR_Personnel_Mendak	Personnel	Romulan	OFFICER Treachery Exobiology	4	7	7		[Cmd]	
Menthar Booby Trap	PR	PR_Dilemma_Menthar_Booby_Trap	Dilemma		Place on ship; it cannot move. Unless MEDICAL present, one crew member killed (random selection). Cure with 2 ENGINEER.						
Metaphasic Shields	PR	PR_Event_Metaphasic_Shields	Event		Plays on your ship. SHIELDS +2 for each of your SCIENCE-classification personnel present.						
Microbiotic Colony	PR	PR_Dilemma_Microbiotic_Colony	Dilemma		Unless OFFICER, ENGINEER, and SCIENCE present, damages ship. Discard dilemma.						
Microvirus	PR	PR_Dilemma_Microvirus	Dilemma		Unless MEDICAL and SECURITY present, kills one personnel present (opponent's choice), except an inorganic. Otherwise, score points. Discard dilemma.				5		
Mirok	PR	PR_Personnel_Mirok	Personnel	Romulan	SCIENCE ENGINEER Astrophysics Physics	3	8	7		[Stf]	
Nagilum	PR	PR_Dilemma_Nagilum	Dilemma		Unless 3 Diplomacy OR STRENGTH>40 present, kills half of crew (random selection, round down). Otherwise, score points. Discard dilemma.				5		
Nanites	PR	PR_Dilemma_Nanites	Dilemma		Unless 2 SCIENCE OR Diplomacy present, damages ship. Otherwise, score points. Discard dilemma.				5		
Nausicaans	PR	PR_Dilemma_Nausicaans	Dilemma		Unless STRENGTH>44, kills one personnel (random selection). Discard dilemma.					[IPG]	
Near-Warp Transport	PR	PR_Interrupt_Near-Warp_Transport	Interrupt		Plays to beam up to six cards (personnel and/or [Equipment]) from your exposed ship with transporters to an adjacent spaceline location (if possible).						
Nella Daren	PR	PR_Personnel_Nella_Daren	Personnel	Federation	SCIENCE Astrophysics Stellar Cartography Music	8	8	5		[Stf]	
Neral	PR	PR_Personnel_Neral	Personnel	Romulan	V.I.P. Treachery Youth	4	7	7			
Neural Servo Device	PR	PR_Event_Neural_Servo_Device	Event		Plays on a [Non] ship without 2 SECURITY aboard. Until end of turn, ship and crew are under your control, but are not compatible with your other cards.						
New Contact	PR	PR_Mission_New_Contact	Mission	[ROM][KLI]	Diplomacy + Leadership + Empathy + Anthropology				40		
Nikolai Rozhenko	PR	PR_Personnel_Nikolai_Rozhenko	Personnel	Federation	CIVILIAN Anthropology Computer Skill Treachery	3	7	4		[Stf]	
Nitrium Metal Parasites	PR	PR_Dilemma_Nitrium_Metal_Parasites	Dilemma		Place on ship. Ship is destroyed when countdown expires. Cure with 2 SCIENCE OR 2 ENGINEER.					[3]	
Norah Satie	PR	PR_Personnel_Norah_Satie	Personnel	Federation	V.I.P. Leadership	9	6	2		[Cmd]	
Nu'Daq	PR	PR_Personnel_Nu'Daq	Personnel	Klingon	OFFICER Archaeology Navigation Exobiology	8	5	8		[Cmd]	
Null Space	PR	PR_Dilemma_Null_Space	Dilemma		Unless 2 Navigation present, damages ship. Otherwise, score points. Discard dilemma.				5		
Nutational Shields	PR	PR_Event_Nutational_Shields	Event		Plays on your ship. SHIELDS +2 for each of your ENGINEER-classification personnel present.						
N'Vek	PR	PR_Personnel_N'Vek	Personnel	Romulan	SCIENCE Honor Biology Computer Skill	6	8	8		[Cmd]	
Palor Toff: Alien Trader	PR	PR_Interrupt_Palor_Toff_Alien_Trader	Interrupt		Exchange this card for any non-Personnel card in your discard pile.						
Pardek	PR	PR_Personnel_Pardek	Personnel	Romulan	V.I.P. Diplomacy x 2 Treachery	4	8	6			
Parem	PR	PR_Personnel_Parem	Personnel	Romulan	OFFICER Treachery	4	8	9		[Stf]	
Particle Fountain	PR	PR_Interrupt_Particle_Fountain	Interrupt		Plays if your Away Team just solved a planet mission. If 2 ENGINEER in Away Team, score points.				5		
Pattern Enhancers	PR	PR_Event_Pattern_Enhancers	Event		Plays on table. You may ignore any effect on a dilemma, event, or mission that prevents beaming or targets your just-beamed personnel or equipment.						
Pegasus Search	PR	PR_Mission_Pegasus_Search	Mission	[FED][ROM][KLI]	Navigation + Diplomacy + Leadership + Treachery + INTEGRITY>40 OR {Interphase Generator}				50		
Phased Matter	PR	PR_Dilemma_Phased_Matter	Dilemma		Divide Away Team into two groups. Place on larger group (your choice if tie); they are in stasis. Cure with ENGINEER and SCIENCE.					[IPG]	
Pi	PR	PR_Ship_Pi	Ship	Romulan		9	4	4			
Plasma Fire	PR	PR_Event_Plasma_Fire	Event		Plays on a non-[Bor] ship. At the end of each of its controller's turns, ship damaged. May be nullified by SECURITY.						
Plunder Site	PR	PR_Mission_Plunder_Site	Mission	[ROM][KLI]	Treachery + Archaeology + STRENGTH>30				30		
Portal Guard	PR	PR_Dilemma_Portal_Guard	Dilemma		Unless one Away Team member has CUNNING>7 or Honor, immediately beam entire Away Team off planet surface OR kills entire Away Team.						
Q	PR	PR_Dilemma_Q	Dilemma		Unless 2 Leadership and INTEGRITY>60, opponent may download up to 2 [Q] cards and place them atop their Q-Continuum side deck; crew or Away Team has a Q-Flash of 4 cards, then is stopped. Discard dilemma.						
Q2	PR	PR_Interrupt_Q2	Interrupt		"Nullifies {Amanda Rogers} OR {Kevin Uxbridge} OR a [Q] icon dilemma OR a dilemma with the word ""Q"" in title. Place this [Interrupt] out-of-play."						
Q-Net	PR	PR_Event_Q-Net	Event		Plays between two adjacent spaceline locations. No ship may pass the Q-Net unless 2 Diplomacy aboard.						
Radioactive Garbage Scow	PR	PR_Dilemma_Radioactive_Garbage_Scow	Dilemma		Place on mission; mission attempt ends. Mission can't be attempted here. Ship with Tractor Beam and 2 ENGINEER can tow Scow.						
Raise the Stakes	PR	PR_Event_Raise_the_Stakes	Event		Opponent chooses: You win the game OR Plays on table. The winner of this game may randomly select and keep one card from opponent's game deck. (Cumulative.)						
Rebel Encounter	PR	PR_Dilemma_Rebel_Encounter	Dilemma		Unless STRENGTH>44 OR you destroy an [Equipment] present, kills one personnel (random selection). Discard dilemma.					[IPG]	
Red Alert!	PR	PR_Event_Red_Alert!	Event		Plays on table. In place of your normal card play, you may play up to five personnel and/or [Equipment]. When nullified, any player may immediately download {Yellow Alert}.					[2]	
Reginald Barclay	PR	PR_Personnel_Reginald_Barclay	Personnel	Federation	ENGINEER Computer Skill	7	7	5		[Stf]	
Relief Mission	PR	PR_Mission_Relief_Mission	Mission	[ROM][KLI]	Geology OR Physics				20		
REM Fatigue	PR	PR_Dilemma_REM_Fatigue	Dilemma		Place on crew or Away Team; quarantined. Kills them when countdown expires. Cure (score points) with 3 MEDICAL OR (if on ship) by docking.				5	[4]	
Repair Mission	PR	PR_Mission_Repair_Mission	Mission	[FED]	ENGINEER x3 + Computer Skill				35		
Res-Q	PR	PR_Event_Res-Q	Event		Plays to take a card from your discard pile to your hand. Discard event.						
Restore Errant Moon	PR	PR_Mission_Restore_Errant_Moon	Mission	[FED]	ENGINEER + Astrophysics + Leadership				30		
Richard Galen	PR	PR_Personnel_Richard_Galen	Personnel	Federation	SCIENCE Archaeology x 2 Biology Exobiology	7	9	2		[Stf]	
Riva	PR	PR_Personnel_Riva	Personnel	Federation	V.I.P. Diplomacy x 2	6	8	3			
Ro Laren	PR	PR_Personnel_Ro_Laren	Personnel	Federation	OFFICER Computer Skill Navigation Treachery	4	7	5		[Stf]	
Sarek	PR	PR_Personnel_Sarek	Personnel	Federation	V.I.P. Diplomacy x 3 Mindmeld	9	10	3		[Cmd]	
Sarjenka	PR	PR_Dilemma_Sarjenka	Dilemma		You may stop all Away Teams at this location to score points and discard dilemma. Otherwise, mission continues.				5		
Sarthong Plunder	PR	PR_Mission_Sarthong_Plunder	Mission	[ROM][KLI]	Archaeology x2 + STRENGTH>40				35		
Satelk	PR	PR_Personnel_Satelk	Personnel	Federation	OFFICER Leadership Mindmeld Diplomacy	8	9	7		[Cmd]	
Scan	PR	PR_Interrupt_Scan	Interrupt		Plays at the start of your turn on your ship with at least two staffing icons at a [S] mission. Stop your Computer Skill and Stellar Cartography aboard to examine the bottom seed card here.						
Secret Salvage	PR	PR_Mission_Secret_Salvage	Mission	[ROM][KLI]	Treachery x4 OR Navigation x2 + Computer Skill				30		
Seek Life-form	PR	PR_Mission_Seek_Life-form	Mission	[KLI]	Exobiology + Astrophysics + ENGINEER				40		
Sela	PR	PR_Personnel_Sela	Personnel	Romulan	V.I.P. Diplomacy Leadership Treachery Youth	6	9	8		[Cmd]	
Shaka, When the Walls Fell	PR	PR_Dilemma_Shaka,_When_the_Walls_Fell	Dilemma		To get past requires 2 Diplomacy and CUNNING>30.						
Shelby	PR	PR_Personnel_Shelby	Personnel	Federation	OFFICER Leadership Exobiology	6	7	4		[Cmd]	
Ship Seizure	PR	PR_Interrupt_Ship_Seizure	Interrupt		Plays on your ship with Tractor Beam. Discard another empty exposed ship here.						
Sirna Kolrami	PR	PR_Personnel_Sirna_Kolrami	Personnel	Federation	V.I.P. Leadership	7	9	2		[Cmd]	
Soren	PR	PR_Personnel_Soren	Personnel	Federation	SCIENCE Astrophysics	6	6	3		[Stf]	
Spacedock	PR	PR_Event_Spacedock	Event		Plays on your outpost. Just after your ship docks here, repair all its damage.						
Starfleet Type II Phaser	PR	PR_Equipment_Starfleet_Type_II_Phaser	Equipment		If your [Fed] or [Non] personnel present, each of your personnel present is STRENGTH +2. (Cumulative.)						
Static Warp Bubble	PR	PR_Event_Static_Warp_Bubble	Event		Plays on table. At the end of each of their turns, opponent must discard a card (their choice).						
Strategic Diversion	PR	PR_Mission_Strategic_Diversion	Mission	[ROM]	Treachery x3 + STRENGTH>30				30		
"Study ""Hole in Space"""	PR	PR_Mission_Study_Hole_in_Space	Mission	[FED][KLI]	Leadership + Diplomacy + INTEGRITY>40				35		
Study Lonka Pulsar	PR	PR_Mission_Study_Lonka_Pulsar	Mission	[ROM]	Navigation + Astrophysics + Stellar Cartography				40		
Study Nebula	PR	PR_Mission_Study_Nebula	Mission	[FED]	Astrophysics + Stellar Cartography + CUNNING>40				35		
Study Plasma Streamer	PR	PR_Mission_Study_Plasma_Streamer	Mission	[FED][ROM][KLI]	Astrophysics + Youth				30		
Study Stellar Collision	PR	PR_Mission_Study_Stellar_Collision	Mission	[FED][ROM][KLI]	Stellar Cartography				25		
Subspace Interference	PR	PR_Interrupt_Subspace_Interference	Interrupt		Nullifies {Incoming Message} OR {Hail} OR {Subspace Schism}.						
Subspace Schism	PR	PR_Interrupt_Subspace_Schism	Interrupt		Plays when a player would draw a card (limit once every turn). Discards that card. (Player draws next card.)						
Subspace Warp Rift	PR	PR_Event_Subspace_Warp_Rift	Event		Plays on a spaceline location. Ships that fly by here are damaged. Ships that move to here are damaged if they move again on same turn (unless relocated).						
Supernova	PR	PR_Event_Supernova	Event		Requires {Tox Uthat}. Plays on a mission. Destroys all ships and facilities here. For rest of game, mission is unattemptable and unscoutable, converts to [S] (if [P]), and loses gametext, point box, and affiliation icons.						
Survey Mission	PR	PR_Mission_Survey_Mission	Mission	[KLI]	Stellar Cartography + Physics				35		
Tachyon Detection Grid	PR	PR_Interrupt_Tachyon_Detection_Grid	Interrupt		If you control four exposed ships, plays on a cloaked ship. It de-cloaks (even if it is stopped or has cloaked this turn). It may not cloak.					[1]	
Tebok	PR	PR_Personnel_Tebok	Personnel	Romulan	OFFICER Diplomacy Leadership Navigation	5	7	9		[Cmd]	
Telepathic Alien Kidnappers	PR	PR_Event_Telepathic_Alien_Kidnappers	Event		Plays on table. At end of each turn, name a card type. Then, randomly select a card from opponent's hand. If it has that card type, discard it.						
Temporal Causality Loop	PR	PR_Dilemma_Temporal_Causality_Loop	Dilemma		Unless SCIENCE and CUNNING>35 present, returns here (re-plays) all cards in discard piles discarded from here this attempt (re-seed seed cards); turn ends. Otherwise, score points. Discard dilemma.				5		
Temporal Rift	PR	PR_Interrupt_Temporal_Rift	Interrupt		Plays on table as a [Univ][S] time location; relocate one of your exposed ships OR a dilemma here. Counts down only at the start of your turn. When nullified, return that ship or dilemma to its former location.					[2]	
Test Mission	PR	PR_Mission_Test_Mission	Mission	[FED][KLI]	Physics + INTEGRITY>28				25		
Tetryon Field	PR	PR_Event_Tetryon_Field	Event		Plays on a spaceline location. Ships may not fly by here. Ships that move to here require Navigation aboard to use RANGE again this turn.						
The Devil	PR	PR_Interrupt_The_Devil	Interrupt		Nullifies {Horga'hn} OR {Wind Dancer} OR one {Treaty}.						
The Juggler	PR	PR_Interrupt_The_Juggler	Interrupt		Choose any player to re-shuffle the cards in their draw deck.					[Ref]	
The Traveler: Transcendence	PR	PR_Event_The_Traveler_Transcendence	Event		Plays on table. Nullifies each {Static Warp Bubble}. Choose a player. End of each turn, that player must draw a card.						
Time Travel Pod	PR	PR_Artifact_Time_Travel_Pod	Artifact		Immediately play on table as a [Univ][S] time location. Relocate opponent's ship here now OR once, at any time, relocate your ship here. Counts down only while a ship here. When discarded, return ship to former location.					[2]	
Toby Russell	PR	PR_Personnel_Toby_Russell	Personnel	Federation	MEDICAL Physics	6	7	4		[Stf]	
Tokath	PR	PR_Personnel_Tokath	Personnel	Romulan	OFFICER Anthropology Honor	6	7	6		[Stf]	
Tomalak	PR	PR_Personnel_Tomalak	Personnel	Romulan	OFFICER Diplomacy Leadership	6	7	9		[Cmd]	
Toq	PR	PR_Personnel_Toq	Personnel	Klingon	CIVILIAN Leadership Computer Skill Youth	6	5	6			
Torak	PR	PR_Personnel_Torak	Personnel	Klingon	V.I.P. Diplomacy Geology	5	4	7			
Toral	PR	PR_Personnel_Toral	Personnel	Klingon	V.I.P. Leadership Youth	6	5	6		[Stf]	
Toreth	PR	PR_Personnel_Toreth	Personnel	Romulan	OFFICER Leadership Honor Navigation	5	8	7		[Cmd]	
Tox Uthat	PR	PR_Artifact_Tox_Uthat	Artifact		Place in hand. Plays as [Event]: Plays on table; you may not play {Supernova} this turn. Discard if used to play Supernova. OR Plays as [Interrupt]: Nullifies Supernova. Discard artifact.						
T'Pan	PR	PR_Personnel_T'Pan	Personnel	Federation	SCIENCE SCIENCE Mindmeld	8	9	4		[Stf]	
Transwarp Conduit	PR	PR_Interrupt_Transwarp_Conduit	Interrupt		Plays on a ship. Its full RANGE is doubled. At end of turn, discard interrupt.						
Treaty: Federation/Klingon	PR	PR_Event_Treaty_FederationKlingon	Event		Plays on table. Your [Fed] and [Kli] cards are compatible						
Treaty: Federation/Romulan	PR	PR_Event_Treaty_FederationRomulan	Event		Plays on table. Your [Fed] and [Rom] cards are compatible.						
Treaty: Romulan/Klingon	PR	PR_Event_Treaty_RomulanKlingon	Event		Plays on table. Your [Rom] and [Kli] cards are compatible.						
Tricorder	PR	PR_Equipment_Tricorder	Equipment		Your ENGINEER-classification personnel present gain SCIENCE.						
Tsiolkovsky Infection	PR	PR_Dilemma_Tsiolkovsky_Infection	Dilemma		Place on ship; personnel aboard lose first-listed skill. Cure with 3 MEDICAL.						
Two-Dimensional Creatures	PR	PR_Dilemma_Two-Dimensional_Creatures	Dilemma		Place on ship; Empathy personnel aboard are disabled. Ship cannot move. Cure with ENGINEER and SCIENCE.						
U.S.S. Brattain	PR	PR_Ship_U.S.S._Brattain	Ship	Federation	Tractor Beam	6	5	6			[Stf]
U.S.S. Enterprise	PR	PR_Ship_U.S.S._Enterprise	Ship	Federation	Holodeck, Tractor Beam	9	8	9			[Cmd][Stf][Stf]
U.S.S. Hood	PR	PR_Ship_U.S.S._Hood	Ship	Federation	Tractor Beam	7	6	7			[Stf][Stf]
U.S.S. Phoenix	PR	PR_Ship_U.S.S._Phoenix	Ship	Federation	Holodeck, Tractor Beam	7	7	8			[Cmd][Stf]
U.S.S. Sutherland	PR	PR_Ship_U.S.S._Sutherland	Ship	Federation	Holodeck, Tractor Beam	7	7	7			[Cmd][Stf]
U.S.S. Yamato	PR	PR_Ship_U.S.S._Yamato	Ship	Federation	Holodeck, Tractor Beam	8	8	8			[Cmd][Stf][Stf]
Vagh	PR	PR_Personnel_Vagh	Personnel	Klingon	V.I.P. Diplomacy Anthropology	7	5	6			
Varon-T Disruptor	PR	PR_Artifact_Varon-T_Disruptor	Artifact		Use as [Equipment]. Doubles the STRENGTH of each of your personnel present.						
Vash	PR	PR_Personnel_Vash	Personnel	Federation	CIVILIAN Archaeology x 2 Treachery Anthropology	3	8	4			
Vulcan Mindmeld	PR	PR_Interrupt_Vulcan_Mindmeld	Interrupt		Plays on your Mindmeld personnel. Personnel gains the skills of one of your other personnel present until end of turn. At end of turn, discard interrupt.						
Vulcan Stone of Gol	PR	PR_Artifact_Vulcan_Stone_of_Gol	Artifact		Place in hand. Plays as [Event] on any Away Team: kills all personnel present without Youth OR CUNNING>7. Discard artifact.						
Warp Core Breach	PR	PR_Event_Warp_Core_Breach	Event		Plays on a non-[Bor] ship. At the end of its controller's next turn, destroys ship. May be nullified by ENGINEER.						
Wesley Crusher	PR	PR_Personnel_Wesley_Crusher	Personnel	Federation	OFFICER Youth Computer Skill Navigation ENGINEER Astrophysics	6	8	5		[Stf]	
Where No One Has Gone Before	PR	PR_Event_Where_No_One_Has_Gone_Before	Event		Plays on table. You may move ships between locations at opposite ends of a spaceline as if those locations were adjacent.						
William T. Riker	PR	PR_Personnel_William_T._Riker	Personnel	Federation	OFFICER Diplomacy Leadership Navigation Honor Music	8	7	7		[Cmd]	
Wind Dancer	PR	PR_Dilemma_Wind_Dancer	Dilemma		To get past requires Music OR Youth OR a personnel with STRENGTH>9 OR {Lwaxana Troi}.						
Worf	PR	PR_Personnel_Worf	Personnel	Federation	SECURITY Honor x 2 Navigation Diplomacy	8	6	10		[Cmd]	
Wormhole	PR	PR_Interrupt_Wormhole	Interrupt		Requires two wormholes. Play one on your exposed ship. Play the other at any location (even a time location). Ship relocates to that location (and then is stopped).						
Wormhole Negotiations	PR	PR_Mission_Wormhole_Negotiations	Mission	[FED][ROM][KLI]	Diplomacy x5 OR Honor x4 OR Treachery x4				45		
Betazoid Gift Box	PR	PR_Artifact_Betazoid_Gift_Box	Artifact		Immediately download to hand up to three cards from your draw deck (ignoring opponent's cards that prevent downloading). Discard artifact.						
